sequence_1507	GO:0110165	0.997
sequence_1507	GO:0043227	0.682
sequence_1507	GO:0005622	0.504
sequence_1507	GO:0043229	0.675
sequence_1507	GO:0043226	0.710
sequence_1507	GO:0016020	0.958
sequence_1507	GO:0043231	0.681
sequence_1507	GO:0005739	0.203
sequence_1507	GO:0005737	0.559
sequence_1507	GO:0005886	0.290
sequence_1507	GO:0071944	0.317
sequence_1507	GO:0031090	0.330
sequence_1507	GO:0098588	0.110
sequence_1507	GO:0005773	0.142
sequence_1507	GO:0032991	0.461
sequence_1507	GO:0031224	0.204
sequence_1507	GO:0031966	0.105
sequence_1507	GO:0005740	0.117
sequence_1507	GO:0016021	0.214
sequence_1507	GO:0098797	0.239
sequence_1507	GO:0098796	0.626
sequence_1507	GO:1990351	0.108
sequence_1507	GO:0098798	0.121
sequence_1507	GO:0016469	0.271
sequence_1507	GO:0033177	0.152
sequence_1062	GO:0110165	0.996
sequence_1062	GO:0043227	0.485
sequence_1062	GO:0005622	0.388
sequence_1062	GO:0043229	0.526
sequence_1062	GO:0043226	0.553
sequence_1062	GO:0016020	0.926
sequence_1062	GO:0043231	0.499
sequence_1062	GO:0005739	0.202
sequence_1062	GO:0005737	0.440
sequence_1062	GO:0005886	0.271
sequence_1062	GO:0071944	0.325
sequence_1062	GO:0031090	0.226
sequence_1062	GO:0005773	0.102
sequence_1062	GO:0032991	0.463
sequence_1062	GO:0031224	0.190
sequence_1062	GO:0016021	0.183
sequence_1062	GO:0098797	0.289
sequence_1062	GO:0098796	0.552
sequence_1062	GO:1902495	0.105
sequence_1062	GO:1990351	0.143
sequence_1062	GO:0016469	0.183
sequence_1380	GO:0110165	0.996
sequence_1380	GO:0043227	0.503
sequence_1380	GO:0005622	0.413
sequence_1380	GO:0043229	0.549
sequence_1380	GO:0043226	0.573
sequence_1380	GO:0016020	0.925
sequence_1380	GO:0043231	0.520
sequence_1380	GO:0005739	0.188
sequence_1380	GO:0005737	0.451
sequence_1380	GO:0005886	0.268
sequence_1380	GO:0071944	0.331
sequence_1380	GO:0031090	0.230
sequence_1380	GO:0005773	0.117
sequence_1380	GO:0005576	0.104
sequence_1380	GO:0032991	0.484
sequence_1380	GO:1902494	0.109
sequence_1380	GO:0031224	0.182
sequence_1380	GO:0016021	0.181
sequence_1380	GO:0098797	0.286
sequence_1380	GO:0098796	0.550
sequence_1380	GO:1990351	0.138
sequence_1380	GO:0016469	0.186
sequence_1661	GO:0110165	0.996
sequence_1661	GO:0043227	0.485
sequence_1661	GO:0005622	0.388
sequence_1661	GO:0043229	0.526
sequence_1661	GO:0043226	0.553
sequence_1661	GO:0016020	0.926
sequence_1661	GO:0043231	0.499
sequence_1661	GO:0005739	0.202
sequence_1661	GO:0005737	0.440
sequence_1661	GO:0005886	0.271
sequence_1661	GO:0071944	0.325
sequence_1661	GO:0031090	0.226
sequence_1661	GO:0005773	0.102
sequence_1661	GO:0032991	0.463
sequence_1661	GO:0031224	0.190
sequence_1661	GO:0016021	0.183
sequence_1661	GO:0098797	0.289
sequence_1661	GO:0098796	0.552
sequence_1661	GO:1902495	0.105
sequence_1661	GO:1990351	0.143
sequence_1661	GO:0016469	0.183
sequence_1985	GO:0110165	0.996
sequence_1985	GO:0043227	0.485
sequence_1985	GO:0005622	0.388
sequence_1985	GO:0043229	0.526
sequence_1985	GO:0043226	0.553
sequence_1985	GO:0016020	0.926
sequence_1985	GO:0043231	0.499
sequence_1985	GO:0005739	0.202
sequence_1985	GO:0005737	0.440
sequence_1985	GO:0005886	0.271
sequence_1985	GO:0071944	0.325
sequence_1985	GO:0031090	0.226
sequence_1985	GO:0005773	0.102
sequence_1985	GO:0032991	0.463
sequence_1985	GO:0031224	0.190
sequence_1985	GO:0016021	0.183
sequence_1985	GO:0098797	0.289
sequence_1985	GO:0098796	0.552
sequence_1985	GO:1902495	0.105
sequence_1985	GO:1990351	0.143
sequence_1985	GO:0016469	0.183
sequence_1362	GO:0110165	0.979
