sequence_1507	GO:0042221	0.152
sequence_1507	GO:0050794	0.203
sequence_1507	GO:0009987	0.852
sequence_1507	GO:0051716	0.118
sequence_1507	GO:0065007	0.367
sequence_1507	GO:0050789	0.226
sequence_1507	GO:0050896	0.364
sequence_1507	GO:0008152	0.341
sequence_1507	GO:0071840	0.127
sequence_1507	GO:0016043	0.137
sequence_1507	GO:0006950	0.190
sequence_1507	GO:0051179	0.466
sequence_1507	GO:0051234	0.479
sequence_1507	GO:0006810	0.484
sequence_1507	GO:0071704	0.251
sequence_1507	GO:0009605	0.139
sequence_1507	GO:1901564	0.413
sequence_1507	GO:0044419	0.106
sequence_1507	GO:0006807	0.361
sequence_1507	GO:0019538	0.111
sequence_1507	GO:0044238	0.197
sequence_1507	GO:0044267	0.109
sequence_1507	GO:0065009	0.122
sequence_1507	GO:0044237	0.373
sequence_1507	GO:1901576	0.166
sequence_1507	GO:0044271	0.210
sequence_1507	GO:0006725	0.158
sequence_1507	GO:0034641	0.232
sequence_1507	GO:0009058	0.195
sequence_1507	GO:0044249	0.174
sequence_1507	GO:1901360	0.115
sequence_1507	GO:0034654	0.151
sequence_1507	GO:0019438	0.121
sequence_1507	GO:0046483	0.144
sequence_1507	GO:0006139	0.169
sequence_1507	GO:0018130	0.119
sequence_1507	GO:0006812	0.377
sequence_1507	GO:0098662	0.338
sequence_1507	GO:0065008	0.103
sequence_1507	GO:0098655	0.376
sequence_1507	GO:0098660	0.327
sequence_1507	GO:0034220	0.341
sequence_1507	GO:0055085	0.397
sequence_1507	GO:0006811	0.320
sequence_1507	GO:1901566	0.285
sequence_1507	GO:0043933	0.126
sequence_1507	GO:0044281	0.211
sequence_1507	GO:0065003	0.132
sequence_1507	GO:1901135	0.178
sequence_1507	GO:1901137	0.169
sequence_1507	GO:0019637	0.202
sequence_1507	GO:0009117	0.313
sequence_1507	GO:0055086	0.224
sequence_1507	GO:0090407	0.192
sequence_1507	GO:0006753	0.302
sequence_1507	GO:0009165	0.246
sequence_1507	GO:1901293	0.269
sequence_1507	GO:0046390	0.260
sequence_1507	GO:0009152	0.272
sequence_1507	GO:0072521	0.279
sequence_1507	GO:0019693	0.287
sequence_1507	GO:0006163	0.298
sequence_1507	GO:0009150	0.291
sequence_1507	GO:0006164	0.281
sequence_1507	GO:0072522	0.273
sequence_1507	GO:0009259	0.286
sequence_1507	GO:0009260	0.257
sequence_1507	GO:0046034	0.248
sequence_1507	GO:0009206	0.269
sequence_1507	GO:0009141	0.209
sequence_1507	GO:0009145	0.268
sequence_1507	GO:0009142	0.255
sequence_1507	GO:0009201	0.273
sequence_1507	GO:0009144	0.235
sequence_1507	GO:0006754	0.262
sequence_1507	GO:0009205	0.242
sequence_1507	GO:0009199	0.245
sequence_1507	GO:0015985	0.245
sequence_1507	GO:1902600	0.342
sequence_1507	GO:0015986	0.230
sequence_1062	GO:0042221	0.140
sequence_1062	GO:0050794	0.178
sequence_1062	GO:0009987	0.846
sequence_1062	GO:0051716	0.123
sequence_1062	GO:0065007	0.342
sequence_1062	GO:0007154	0.101
sequence_1062	GO:0050789	0.202
sequence_1062	GO:0050896	0.364
sequence_1062	GO:0008152	0.236
sequence_1062	GO:0071840	0.155
sequence_1062	GO:0016043	0.161
sequence_1062	GO:0006950	0.189
sequence_1062	GO:0051179	0.462
sequence_1062	GO:0051234	0.456
sequence_1062	GO:0006810	0.470
sequence_1062	GO:0071704	0.170
sequence_1062	GO:0009605	0.144
sequence_1062	GO:1901564	0.273
sequence_1062	GO:0044419	0.104
sequence_1062	GO:0006807	0.251
sequence_1062	GO:0044238	0.132
sequence_1062	GO:0065009	0.104
sequence_1062	GO:0044237	0.279
sequence_1062	GO:1901576	0.103
sequence_1062	GO:0044271	0.133
sequence_1062	GO:0006725	0.130
sequence_1062	GO:0034641	0.170
sequence_1062	GO:0009058	0.125
sequence_1062	GO:0044249	0.110
sequence_1062	GO:0034654	0.116
sequence_1062	GO:0046483	0.121
sequence_1062	GO:0006139	0.143
sequence_1062	GO:0006812	0.408
sequence_1062	GO:0098662	0.379
sequence_1062	GO:0065008	0.112
sequence_1062	GO:0098655	0.412
sequence_1062	GO:0098660	0.361
sequence_1062	GO:0034220	0.357
sequence_1062	GO:0055085	0.406
sequence_1062	GO:0006811	0.327
sequence_1062	GO:0022607	0.106
sequence_1062	GO:1901566	0.181
sequence_1062	GO:0043933	0.134
sequence_1062	GO:0044281	0.168
