sequence_1507	GO:0005488	0.294
sequence_1507	GO:0005515	0.373
sequence_1507	GO:0003824	0.188
sequence_1507	GO:0042802	0.178
sequence_1507	GO:0005198	0.128
sequence_1062	GO:0005488	0.241
sequence_1062	GO:0005515	0.364
sequence_1062	GO:0003824	0.204
sequence_1062	GO:0042802	0.180
sequence_1062	GO:0005198	0.148
sequence_1380	GO:0005488	0.228
sequence_1380	GO:0005515	0.354
sequence_1380	GO:0003824	0.209
sequence_1380	GO:0042802	0.171
sequence_1380	GO:0005198	0.150
sequence_1661	GO:0005488	0.241
sequence_1661	GO:0005515	0.364
sequence_1661	GO:0003824	0.204
sequence_1661	GO:0042802	0.180
sequence_1661	GO:0005198	0.148
sequence_1985	GO:0005488	0.241
sequence_1985	GO:0005515	0.364
sequence_1985	GO:0003824	0.204
sequence_1985	GO:0042802	0.180
sequence_1985	GO:0005198	0.148
sequence_1362	GO:0005488	0.482
sequence_1362	GO:0005515	0.457
sequence_1362	GO:0003824	0.240
sequence_1362	GO:0042802	0.238
sequence_1362	GO:0005215	0.405
sequence_1362	GO:0022890	0.176
sequence_1362	GO:0008324	0.212
sequence_1362	GO:0015318	0.183
sequence_1362	GO:0015075	0.205
sequence_1362	GO:0022857	0.415
sequence_1362	GO:0016491	0.229
sequence_1362	GO:0022804	0.163
sequence_1362	GO:0015399	0.278
sequence_1362	GO:0009055	0.215
sequence_1362	GO:0015453	0.190
sequence_1362	GO:0003954	0.134
sequence_1362	GO:0016655	0.157
sequence_1362	GO:0016651	0.200
sequence_44	GO:0005488	0.401
sequence_44	GO:0005515	0.406
sequence_44	GO:0003824	0.366
sequence_44	GO:0042802	0.251
sequence_44	GO:0005215	0.454
sequence_44	GO:0022890	0.216
sequence_44	GO:0008324	0.261
sequence_44	GO:0015318	0.196
sequence_44	GO:0015075	0.195
sequence_44	GO:0022857	0.484
sequence_44	GO:0016491	0.330
sequence_44	GO:0022804	0.193
sequence_44	GO:0015399	0.312
sequence_44	GO:0009055	0.355
sequence_44	GO:0015078	0.113
sequence_44	GO:0015453	0.294
sequence_44	GO:0003954	0.224
sequence_44	GO:0003955	0.154
sequence_44	GO:0016655	0.226
sequence_44	GO:0008137	0.176
sequence_44	GO:0016651	0.240
sequence_44	GO:0050136	0.172
sequence_322	GO:0005488	0.369
sequence_322	GO:0005515	0.368
sequence_322	GO:0003824	0.391
sequence_322	GO:0042802	0.232
sequence_322	GO:0005215	0.422
sequence_322	GO:0022890	0.184
sequence_322	GO:0008324	0.229
sequence_322	GO:0015318	0.167
sequence_322	GO:0015075	0.173
sequence_322	GO:0022857	0.451
sequence_322	GO:0016491	0.337
sequence_322	GO:0022804	0.172
sequence_322	GO:0015399	0.282
sequence_322	GO:0009055	0.345
sequence_322	GO:0015078	0.101
sequence_322	GO:0015453	0.278
sequence_322	GO:0003954	0.222
sequence_322	GO:0003955	0.154
sequence_322	GO:0016655	0.226
sequence_322	GO:0008137	0.174
sequence_322	GO:0016651	0.240
sequence_322	GO:0050136	0.170
sequence_650	GO:0005488	0.372
sequence_650	GO:0005515	0.391
sequence_650	GO:0003824	0.403
sequence_650	GO:0042802	0.242
sequence_650	GO:0005215	0.362
sequence_650	GO:0022890	0.151
sequence_650	GO:0008324	0.185
sequence_650	GO:0015318	0.142
sequence_650	GO:0015075	0.136
sequence_650	GO:0022857	0.400
sequence_650	GO:0016491	0.326
sequence_650	GO:0022804	0.160
sequence_650	GO:0015399	0.275
